10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /initialize HTTP/1.1" 200 21 "-" "isucon-initialize" 16.486
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/search/condition HTTP/1.1" 200 1563 "-" "isucon-verify" 0.017
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search/condition HTTP/1.1" 200 1950 "-" "isucon-verify" 0.029
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/64 HTTP/1.1" 200 669 "-" "isucon-verify" 0.078
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/73 HTTP/1.1" 200 693 "-" "isucon-verify" 0.081
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/1 HTTP/1.1" 200 674 "-" "isucon-verify" 0.083
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/33 HTTP/1.1" 200 648 "-" "isucon-verify" 0.087
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/8 HTTP/1.1" 200 647 "-" "isucon-verify" 0.094
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/94 HTTP/1.1" 200 575 "-" "isucon-verify" 0.103
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/18 HTTP/1.1" 200 560 "-" "isucon-verify" 0.106
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/13 HTTP/1.1" 200 466 "-" "isucon-verify" 0.111
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/67 HTTP/1.1" 200 537 "-" "isucon-verify" 0.114
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/97 HTTP/1.1" 200 541 "-" "isucon-verify" 0.119
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 24 "-" "isucon-verify" 0.122
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 24 "-" "isucon-verify" 0.125
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 24 "-" "isucon-verify" 0.130
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 32422 "-" "isucon-verify" 0.148
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 32929 "-" "isucon-verify" 0.282
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/recommended_estate/76 HTTP/1.1" 200 12841 "-" "isucon-verify" 0.422
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/recommended_estate/78 HTTP/1.1" 200 12951 "-" "isucon-verify" 0.428
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/low_priced HTTP/1.1" 200 12913 "-" "isucon-verify" 0.436
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/recommended_estate/20 HTTP/1.1" 200 12912 "-" "isucon-verify" 0.474
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search?features=%E8%82%98%E6%8E%9B%E3%81%91%E4%BB%98%E3%81%8D%2C%E3%83%AC%E3%82%B6%E3%83%BC%E8%A3%BD%2C%E4%BD%8E%E5%8F%8D%E7%99%BA&page=0&perPage=37&priceRangeId=1 HTTP/1.1" 200 23 "-" "isucon-verify" 0.545
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search?features=%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97%E7%94%A8&page=0&perPage=32&priceRangeId=0 HTTP/1.1" 200 17418 "-" "isucon-verify" 0.555
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search?features=%E3%83%A2%E3%83%BC%E3%82%BF%E3%83%BC%E4%BB%98%E3%81%8D%2C%E5%B8%83%E8%B2%BC%E5%9C%B0%2C%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E8%A3%BD&page=0&perPage=35&priceRangeId=3 HTTP/1.1" 200 23 "-" "isucon-verify" 0.575
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/recommended_estate/5 HTTP/1.1" 200 12804 "-" "isucon-verify" 0.589
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search?features=%E5%92%8C%E9%A2%A8%2C%E3%82%A2%E3%83%BC%E3%83%A0%E9%AB%98%E3%81%95%E8%AA%BF%E7%AF%80%E5%8F%AF%E8%83%BD&kind=%E5%BA%A7%E6%A4%85%E5%AD%90&page=0&perPage=25 HTTP/1.1" 200 3867 "-" "isucon-verify" 0.607
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/estate/search?features=%E3%83%88%E3%83%A9%E3%83%B3%E3%82%AF%E3%83%AB%E3%83%BC%E3%83%A0%2C%E3%82%A8%E3%82%A2%E3%82%B3%E3%83%B3%E4%BB%98%E3%81%8D&page=0&perPage=30 HTTP/1.1" 200 13419 "-" "isucon-verify" 0.625
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/search?features=%E3%83%87%E3%82%B6%E3%82%A4%E3%83%8A%E3%83%BC%E3%82%BA&page=0&perPage=21 HTTP/1.1" 200 11726 "-" "isucon-verify" 0.632
10.164.72.104 - - [12/Sep/2020:09:10:26 +0000] "GET /api/chair/low_priced HTTP/1.1" 200 10755 "-" "isucon-verify" 0.634
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/recommended_estate/54 HTTP/1.1" 200 12889 "-" "isucon-verify" 0.688
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/estate/search?features=%E3%82%AB%E3%82%B9%E3%82%BF%E3%83%9E%E3%82%A4%E3%82%BA%E5%8F%AF%2C%E5%AE%85%E9%85%8D%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9%2C%E5%BA%8A%E4%B8%8B%E5%8F%8E%E7%B4%8D&page=0&perPage=21 HTTP/1.1" 200 636 "-" "isucon-verify" 0.780
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/estate/search?features=%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8D%E3%83%83%E3%83%88%E7%84%A1%E6%96%99%2C%E6%A5%BD%E5%99%A8%E7%9B%B8%E8%AB%87%E5%8F%AF%2C%E9%A7%90%E8%BB%8A%E5%A0%B42%E5%8F%B0%E4%BB%A5%E4%B8%8A&page=0&perPage=41&rentRangeId=2 HTTP/1.1" 200 24 "-" "isucon-verify" 0.785
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/estate/search?doorWidthRangeId=1&features=%E3%83%97%E3%83%AD%E3%83%91%E3%83%B3%E3%82%AC%E3%82%B9%2C%E7%AE%A1%E7%90%86%E4%BA%BA%E6%9C%89%E3%82%8A%2C%E6%B4%97%E9%9D%A2%E6%89%80%E7%8B%AC%E7%AB%8B&page=0&perPage=43 HTTP/1.1" 200 24 "-" "isucon-verify" 0.796
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/estate/search?features=%E9%98%B2%E9%9F%B3%E5%AE%A4%2C%E8%A7%92%E9%83%A8%E5%B1%8B&page=0&perPage=32 HTTP/1.1" 200 15578 "-" "isucon-verify" 0.800
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/chair/29501 HTTP/1.1" 404 9 "-" "isucon-verify" 0.004
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "GET /api/estate/29501 HTTP/1.1" 404 9 "-" "isucon-verify" 0.006
10.164.72.104 - - [12/Sep/2020:09:10:27 +0000] "POST /api/chair HTTP/1.1" 201 11 "-" "isucon-verify" 0.578
